likes,orimessage,message,noun
250,"A German airliner carrying 150 people crashed in a rugged area of the French Alps on Tuesday while on a flight from Barcelona, Spain, to the German city of Duesseldorf, French officials said.FranceÃ¢ÂÂs president warned that there were probably no survivors.",german airline carri people crash rug area french alp tuesday flight barcelona spain german city dusseldorf french office said franc preside warn probabl survivor,airliner people area alps tuesday flight barcelona spain city duesseldorf officials president survivors
250,Kit Harington from 'Game of Thrones' will be in the newsroom chatting with us live at 1 p.m. Got questions for him? Leave them in the comments or ask on Twitter with #askLATimes.,kit Herington game throne newsroom chat us live p got question leave comment ask twitter asklatim,kit thrones newsroom p.m. questions comments twitter asklatimes
250,"Expelled student Levi Pettit is expected to give a press conference this afternoon with Sen. Anastasia Pittman, the chair of the Oklahoma Black Caucus.",expel student levi Pettit expect give press confer afternoon sen Anastasia Pittman chair oklahoma black caucus,student levi pettit press conference afternoon anastasia pittman chair caucus
250,"The fourth annual L.A. County Yarn Crawl started this week and continues through Sunday. The event takes knitters, crocheters and other fiber-arts enthusiasts to stores across the L.A. area to exchange ideas and techniques, and share their passion for the pastime.",fourth annual l count yarn crawl start week continue sunday event take knitter crochet fiber art enthusiast store across l area exchange idea technique share passion pastime,l.a. county yarn crawl week sunday event knitters crocheters fiber-arts enthusiasts stores area ideas techniques share passion pastime
250,"Before Jamie Dornan starred in 'Fifty Shades of Grey' he won acclaim for his work in the BBC's psychological crime thriller, 'The Fall.' Join us Monday at 1 p.m. P.T. as we chat with the Emmy contender, and lob some of your questions at him. Put them in the comments section below, or tag us on Twitter with #askLATimes",jami Durnan star fifty shade grey acclaim work BBC psychology crime thriller fall join us monday p p chat Emmi contend lob question put comment section tag us twitter asklatim,jamie dornan 'fifty shades grey acclaim work bbc crime thriller fall join p.m. p.t contender questions comments section twitter asklatimes
250,The 2015 Daytime Emmys nominations have been announced.,daytime Emmi nomen announce,daytime emmys nominations
250,"Andrew Getty, 47, an heir to a Getty oil fortune said to be worth billions, appears to have died of natural causes or an accident inside his Hollywood Hills estate.",andrew Ketti heir Ketti oil fortune said worth billion appear die nature caus acid inside hollywood hill estate,andrew getty heir oil fortune billions causes accident hollywood hills estate
250,"Lincoln's assassination was the tragic coda of America's Civil War. But in her discussion with Patt Morrison, UCLA historian Joan Waugh explains why the surrender at Appomattox was just as seminal an event as the death of the president -- and how things could have turned out much worse if it weren't for Grant's and Lee's 'gentlemen's agreement.'(via Los Angeles Times Opinion)",lincoln assassin tragic coda america civil war discuss patt Morrison UCLA historian joan waugh explain current appomattox semi event death preside thing could turn much words grant lee gentlemen agreement via lo angel time opinion,lincoln assassination coda america war discussion morrison joan explains surrender appomattox event death president things grant lee 'gentlemen agreement los angeles times opinion
250,"Marathon talks have produced the 'key parameters' of a nuclear deal with Iran, officials said Thursday.",marathon talk produce key parapet nuclear deal iran office said thursday,marathon talks parameters deal iran officials thursday
250,"Radioactive iodine was found in locations along the coast from Laguna Beach to as far north as Santa Cruz, according to the study by two marine biologists at Cal State Long Beach.",radiant iodin found local along coast laguna beach far north santa Cruz accord study two Marin biologist cal state long beach,iodine locations coast beach santa cruz study biologists state beach
250,"In Iran, news of a preliminary nuclear deal is met with mixed reactions.",iran news preliminary nuclear deal met mix reaction,iran news deal reactions
250,USC researchers hope that people who might be reluctant to share their emotions with another human being will be more willing to talk to a computerized quasi-therapist named Ellie.,USC research hope people might reluct share mot anorth human will talk computer quasi therapist name elli,researchers people share emotions quasi-therapist ellie
250,"Despite laws aimed at safeguarding them, women's rights activists continue to face harassment and worse dangers in Afghanistan, Amnesty International says in a new report.'The systemic failure of security and law enforcement agencies to respond to threats and investigate incidents of attacks reported by women human rights defenders is a human rights violation rooted in patriarchal traditions that normalize gender-based violence and render it acceptable,' the group says.",despite law aim safeguard women right activist continue face harass words danger afghanistan amnesty intern say new report system failure secure law enforce agent respond threat investing inced attack report women human right defend human right violet root patriarch trait normal gender base violence render accept group say,laws women rights activists harassment dangers afghanistan report failure security law enforcement agencies threats incidents attacks women rights defenders rights violation traditions violence group
250,"The early reviews for the Apple Watch are in -- and so far, they're mixed.",early review appl watch far mix,reviews apple watch
250,"Last year, the Springfield, Mo., city council added sexual orientation and gender identity to an existing nondiscrimination ordinance, protecting against unequal treatment in employment, housing and public accommodations.On Tuesday, by a slim margin, voters decided to repeal those protections.",last year springfield mo city council ad sexual orient gender ident exist nondiscrimin ordain protect unique treatment employ house public accommod tuesday slim margin voter decide repeal protect,year springfield mo. city council orientation gender identity nondiscrimination ordinance treatment employment housing accommodations.on tuesday margin voters protections
250,"The cable industry is trying to exclude station promos from a new law that says TV commercials can be no louder than the programs they accompany, columnist David Lazarus writes.",call industry tri exclude station promo new law say tv commerce louder program accompany columnist david lazar write,cable industry station promos law tv commercials programs columnist david lazarus
250,Ten San Bernardino County sheriff's deputies were placed on paid administrative leave Friday after TV news video showed them beating and kicking a suspect.Ã¢ÂÂI am disturbed and troubled by what I see ... It does not appear to be in line with our policies and procedures.Ã¢ÂÂ Sheriff John McMahon,ten san Bernardino count sheriff deputy place paid administer leave friday tv news video show beat kick suspect disturb trouble see appear line policy procedure sheriff john McMahon,bernardino county sheriff deputies leave friday tv news video suspect.ã¢ââi i line policies sheriff john mcmahon
250,There is wide anticipation that President Barack Obama and Raul Castro may have their first substantive sit-down here at the margins of the summit.,wide anticus preside Barack Obama Raul castro may first substant sit margin summit,anticipation president barack obama castro sit-down margins summit
250,"Ryan Gattis' new novel, inspired by the L.A. Riots, starts with one murder in South Los Angeles, then kaleidoscopes through multiple viewpoints Ã¢ÂÂ gang members, firefighters, nurses and graffiti kids Ã¢ÂÂ during the days of lawlessness, despair and fury.Gattis, the author of two other novels, will appear at the Los Angeles Times Festival of Books at 12:30 p.m. April 19.Get Tickets:  ",Ryan hatti new novel inspire l riot start one murder south lo angel kaleidoscope multiple viewpoint gang member firefight nurs graffiti kid day lawless despair fur hatti author two novel appear lo angel time festive book p april get ticket,gattis novel riots murder angeles viewpoints members firefighters nurses kids days lawlessness despair fury.gattis author novels los times festival books p.m. april tickets
250,"More than half a million Americans a year now use heroin, and many of those users' addictions began with pills like Oxycontin. 'Dreamland' is the story of how the nation's addiction epidemic was nurtured into crisis by pharmaceutical salespeople and doctors who billed Oxycontin as a risk-free wonder drug.  You can hear Sam Quinones speak this weekend at the Los Angeles Times Festival of Books.  Get Tickets:  ",half million american year use heroin mani user addict began pill like Oxycontin dreamland story nation addict epiderm nurture crisis pharmaceut salespeople doctor bill Oxycontin risk free wonder drug hear sam quinon speak weekend lo angel time festive book get ticket,americans year heroin users addictions pills oxycontin 'dreamland story nation addiction epidemic crisis salespeople doctors wonder drug quinones weekend los times festival books tickets
250,"Literature is a lonely art, but writers keep company with the heroes on their bookshelves. We asked five Los Angeles Times Festival of Books participants to pay tribute to authors who inspired them. Who is your literary idol?  Post it in the comments below or tweet us with #LitIdol",literature lone art writer keep company hero bookshelf ask five lo angel time festive book Particia pay tribute author inspire literary idol post comment tweet us litidol,literature art writers company heroes bookshelves los angeles times books participants tribute authors idol post comments litidol
250,"In a society where most bodies are already at rest more than they are in motion, it's easy to target television, especially given the American belief that too much of a good thing is never quite enough. But television, especially nowadays, is an art form, and there are times we need to lose ourselves in art. To open ourselves wide to the thoughts and emotions of others, to see different sides of the human story unfurl slowly before us.'Times TV critic Mary McNamara won the Pulitzer Prize for criticism today. Read more of the writing she was honored for here:  ",society Bodi already rest motion EASI target televise espec given american belief much good thing never quit enough televise espec nowaday art form time need lose art open wide thought mot other see differ side human story unfurl slowly us time tv critic mari McNamara polite prize critic today read write honor,society bodies rest motion television belief thing television form times ourselves art thoughts emotions others sides story critic mary mcnamara pulitzer prize criticism today
250,"Lakers star Kobe Bryant works against homelessness through his sponsorship of My FriendÃ¢ÂÂs Place, a resource center in Hollywood that provides services to homeless youths.",laker star Kobe Bryant work homeless sponsorship friend place resource center hollywood proved service homeless youth,lakers kobe bryant homelessness sponsorship place resource center hollywood services youths
250,"UCLA Professor Richard Hovannisian talks to Patt Morrison about the burden of history still borne by Armenians 100 years after the genocide: 'Armenians have always re-created themselves by looking to the future and rebuilding, not mourning the past. It's taken 100 years to achieve [the same population numbers as before 1915]. The resources Armenians have been forced to commit to gain [genocide] recognition have prevented them from [doing more] in arts, culture, music.'(via Los Angeles Times Opinion)",UCLA professor richard hovannisian talk patt Morrison burden history still born armenian year genocide armenian alway creat look future rebuild mourn past taken year achieve pipul number resource armenian for commit gain genocide recognita prevent art culture music via lo angel time opinion,ucla professor richard talks morrison burden history armenians years genocide 'armenians future rebuilding past years population numbers ] resources armenians genocide ] recognition ] arts culture music los angeles times opinion
250,"A judge has approved what she called a 'fair, reasonable, and adequate' settlement of concussion litigation between the NFL and retired players. The settlement compensates former players who suffer from a variety of problems, including Alzheimer's disease and amyotrophic lateral sclerosis. Under it, a retired player who develops Alzheimer's disease, for example, could receive a maximum payout of $3.5 million.",Judg approve call fair reason adept settlement concuss liting NFL retire player settlement compense former player suffer variety problem include Alfheim disease amyotrophy later sclerosis retire player develop Alfheim disease example could receive maximum payout million,judge 'fair settlement concussion litigation nfl players settlement players variety problems alzheimer disease sclerosis player alzheimer disease example payout
250,"Is the Jeep Renegade Trailhawk too dainty for the dirt? The Times' Charles Fleming initially dismissed the Trailhawk as a poser, not rugged enough to haul anything heavier than a double venti minty soy latte. Read his assessment of the SUV after the dust settled:  ",jeep renegade trailhawk dainty dirt time charm fleme initis dismiss trailhawk poser rug enough haul Anyah heavier doubt vent mints soy Latt read assess SUV dust settle,jeep renegade trailhawk dirt times charles trailhawk poser anything venti minty soy latte assessment suv dust
250,"It's that time of year again: We're asking you to submit your list of the top 10 Los Angeles Dodgers players of all time. The final list will be unveiled May 11. So, you tell us: Who were the greatest players in Dodger history?",time year ask submit list top lo angel dodger player time final list unveil may tell us greatest player dodger history,time year list angeles dodgers players time list players dodger history
250,"The combination of children and too much screen time can quickly lead to obesity, a new study shows. However, researchers are finding it might depend on what kind of screen: While there was a link between time spent watching TV with weight in kindergarteners, there was no similar connection between computer time and BMI.",combine children much screen time quickly lead obes new study show Howea research find might depend kind screen link time spent watch tv weight kindergarten similar connect compute time BMI,combination children time obesity study shows researchers kind screen link time tv weight kindergarteners connection computer time bmi
250,"As part of Bud Light's 'Up for Whatever' campaign, bottles featured the slogan, 'The perfect beer for removing 'no' from your vocabulary for the night.'Alexander Lambrecht, vice president of Anheuser Busch, which manufactures Bud Light, said in a statement: 'ItÃ¢ÂÂs clear that this particular message missed the mark, and we regret it.'",part bud light whaten campaign bottle feature slogan perfect beer remove vocabulary night Alexandr Lambrecht vice preside Antheus Busch manufacture bud light said statement clear particular message miss mark regret,part bud light 'up campaign bottles slogan beer 'no vocabulary night lambrecht vice president anheuser busch light statement message mark
250,Ripping up lawns? Nevada has been there and done that.,rip lawn nevada done,lawns nevada
250,"Coming to a kitchen near you: A plate full of tiny Yodas, Darth Vaders, R2-D2s and C-3POs, all made out of pasta. Kraft has released a new line of macaroni and cheese to celebrate the upcoming film, 'Star Wars: Episode 7 -- The Force Awakens' in the latest expansion of the saga's universe.  May the forks be with you.",come kitchen near plate full Tini Yoda Darth Vader r c po made pasta kraft release new line macaroni cheeks celebs upcome film star war episode for awaken latest expanse saga univers may fork,kitchen plate yodas darth vaders pasta kraft line macaroni cheese upcoming film wars episode force awakens expansion saga forks
250,"U.S. Coach Jill Ellis says she's going to have to juggle her lineup and reach deep into her bench, starting Sunday in San Jose. The team will be without Alex Morgan and Tobin Heath.",u coach jill elli say go jugal lineup reach deep bench start sunday san jose team without Alex morgan Tobin heath,coach jill ellis lineup bench sunday jose team morgan heath
250,Trying to get a good night's sleep? Here are some tips  ,tri get good night sleep tip,night sleep tips
250,"Ever meet Mr. (or Ms.) Right, at the wrong time? This week's L.A. Affairs column is about a couple that tried, tried and tried again. Find out whether the third time was the charm:  ",ever meet mr ms right wrong time week l affair column couple tri tri tri find whether third time charm,ms. right time week affairs column couple time charm
250,"In 2012, a Dutch hospital had 22 patients get sick after using faulty medical scopes for procedures. Olympus, the company that made the scopes, sent an urgent warning to other European hospitals about the dangerous devices -- but failed to send the letter to any American hospitals.As a result, the scope has led to 'superbug' outbreaks at places like Cedars-Sinai and the UCLA Ronald Reagan Medical Center.",dutch hospita patient get sick use fault medic scope procedure Olympe company made scope sent urgent warn european hospita danger devil fail send letter american hospita result scope led superbug outbreak place like cedar sinai UCLA ronald reagan medic center,hospital patients scopes procedures olympus company scopes warning hospitals devices letter hospitals.as result scope outbreaks places cedars-sinai ronald center
250,"Just past midnight on a Friday every month, the Standard hotel is where two worlds collide: hipsters who've stumbled into their latest alternative scene, and gay and transgender men and women carrying on the legacy of their elders in the ballroom community. But this ain't your grandmother's ballroom.This brand of ballroom serves as a place of acceptance for participants who find themselves otherwise marginalized. Most are black or Latino, and they 'walk,' or compete, at events known as balls. Many belong to cliques known as 'houses.' Led by a mother or father figure, houses serve as families for their members, some of whom have cut ties with their biological kin.Check out our story to learn more:  ",past midnight friday every month standard hotel two world colloid hipster stumble latest altern scene gay transcend men women carri legacy elder ballroom common grandmother ballroom brand ballroom serv place accept Particia find otherwise margin black latino walk comet event known ball mani belong clique known house led mother father figure house serv family member cut tie biology kin check story learn,midnight month hotel worlds hipsters scene gay men women legacy elders ballroom community grandmother brand ballroom serves place acceptance participants latino events balls 'houses mother father figure houses families members ties kin.check story
250,"Shell has spent more than $5 billion on its Arctic plans and has previously received federal permission to drill. But the plans have been repeatedly interrupted by legal challenges, technical problems and the formidable perils of working in the Arctic. As of Monday, the company has the Obama administration's (conditional) OK to try again, starting as soon as this summer.",shell spent billion arctic plan previous receive fever permiss drill plan repeatedly interrupt legal challenge technic problem formed peril work arctic monday company Obama administer Condit ok tri start soon summer,shell plans permission plans challenges problems perils monday company administration ok summer
250,Tom Brady's agent says he will appeal his four-game suspension.,tom brads agent say appeal four game suspens,tom brady agent suspension
250,"Make fun of long-shot presidential candidates all you want, but ideas like universal suffrage, ending slavery and Social Security came from small parties that never had a chance. Writing in Los Angeles Times Opinion, Ralph Nader (of course) explains why seemingly hopeless candidates keep trying.",make fun long shot president candid want idea like univers suffrage end slavery social secure came small parti never Chanc write lo angel time opinion ralph Nader cours explain seemingly hopeless candid keep tri,fun candidates ideas suffrage slavery security parties chance los angeles times opinion nader course candidates
250,Will the replacement voice (or voices) for Harry Shearer's signature Simpsons characters be too jarring to stand?,replace voice voice Harri shearer signature simpson charact jar stand,replacement voice voices harry shearer signature simpsons characters
250,"Mark your calendars for the inaugural CatConLA, coming this summer.",mark calendar inaugur catconla come summer,calendars catconla summer
250,Mad Men's finale was loaded with fan service and frustration. Here's our review.,mad men final load fan service frustrate review,men finale fan service frustration review
250,"300 down, 49,700 to go.  Today the State Department released 300 of Hillary Clinton's private emails -- the first of 50,000 planned to be released.  Here is everything you need to know about the story so far.",go today state depart release Hillari clinton private email first plan release every need know story far,today state department clinton emails everything story
250,It's the unofficial start of summer. Ready to take it outside? No boring patio furniture here...,unofficial start summer ready take outside bore patio furniture,start summer patio furniture
250,"Charter Communications is near a deal, valued at more than $55 billion, to acquire Time Warner Cable -- furthering its quest to build one of the nation's largest cable TV and Internet service companies.The proposed acquisition could be a possible scenario that would end the stalemate over distribution of the Los Angeles Dodgers' TV channel, SportsNet LA.",charter common near deal value billion acquire time warner call further quest build one nation largest call tv internet service company propos acquist could possible scenario would end stale distribute lo angel dodger tv channel sportsmen la,charter communications deal time warner cable nation cable tv internet service companies.the acquisition scenario stalemate distribution los dodgers tv channel sportsnet la
250,"The Justice Department and Cleveland officials have agreed to settle a case alleging widespread misconduct by the city's police. The agreement comes after a blistering Justice Department report in December concluded that the city's police officers far too often had used unnecessary force, shooting and beating citizens and making false arrests, particularly of blacks and other minorities.",justice depart cleveland office agre settle case alley widespread misconduct city policy agreement come blister justice depart report decem conclude city policy offic far often use unnecessary for shoot beat citizen make fall arrest particularly black minor,justice department cleveland officials case misconduct city police agreement justice department report december city police officers force citizens arrests blacks minorities
250,"UberX, Lyft and Sidecar drivers: California just OK'd insurance that would cover you from the time you are in 'drive mode.'",user left sidecar driver california ok insure would cover time drive mode,uberx lyft sidecar drivers california insurance time mode
250,Labor leaders are advocating last-minute changes to the new minimum wage law that could create an exemption for companies with unionized workforces.,labor leader advice last minute chang new minimum wage law could creat exempt company union workforce,labor leaders changes wage law exemption companies workforces
250,"Getty Center, Disneyland and JPL are among Southland sites on the space shuttle Endeavour's itinerary as it is en route to LAX on Friday. Officials warn against 'gawking and driving.'",Ketti center disneyland JPL among southland site space shuttle endeavour itineraria en rout lax friday office warn gawk drive,getty center disneyland jpl sites space endeavour route friday officials
250,"Ready for some beach reading? The Los Angeles Times Books section has put together 136 books you'll want to dive into this summer. We've got a diverse collection that hits all the highlights from page turners to weighty tomes, YA to historical bios, and much much more.",ready beach read lo angel time book section put together book want dive summer got divers collect hit highlight page turner weight tome ya history bio much much,ready beach reading los times books section books summer collection highlights page turners tomes ya bios
250,"Strange bedfellows alert: An ACLU attorney and a co-founder of the Tea Party Patriots join forces to argue that the federal government can support either NSA surveillance or the right to privacy, but it can't support both.(via Los Angeles Times Opinion)",strang bedfellow alert aclu attorney co founder tea parti patriot join for argue fever govern support either NSA surveil right privacy support via lo angel time opinion,bedfellows alert attorney co-founder tea party patriots join forces government surveillance right privacy los angeles times opinion
250,"Should high-demand days cost more at Disneyland? An online survey to annual pass holders might hint that variable pricing could be coming for peak days during summer, the Christmas holiday and spring break.",high demand day cost disneyland online survey annual pass holder might hint variable price could come peak day summer christmas holiday spring break,days disneyland online survey pass holders pricing days summer christmas holiday spring break
250,"It's finally here. Endeavour is expected to touch down at Edwards Air Force Base at about 12:35 p.m. Beginning at 12:15 p.m., Times reporters Kate Mather and Ron Lin will discuss the shuttle's journey beginning at during a Google+ Hangout that will also include a live video stream of the landing at Edwards.You can view the stream through our full coverage page linked to below; on our homepage, www.latimes.com; on our Google+ page,  ",final endeavour expect touch edward air for base p begin p time report Kate mather ron lin discuss shuttle journey begin goog hangout also include live video stream land edward view stream full coverage page link homepage www latin com goog page,endeavour edwards air force base p.m. beginning p.m. reporters mather ron lin shuttle journey beginning google+ hangout video stream landing edwards.you stream coverage page homepage www.latimes.com google+ page
250,"Just as smartphones and tablets have cut into television viewing, virtual reality is poised to put movies, games and apps on perspective-altering screens inches away from the eyes. By 2018, consumers will spend $5 billion on virtual reality technology, consulting company Kzero predicted last year.",smartphone tablet cut televise view virtual reality pois put move game app respect alter screen inch away eye consume spend billion virtual reality technology consult company zero predict last year,smartphones tablets television viewing reality movies games apps screens inches eyes consumers reality technology company kzero year
250,A Denver man who says he ate two bags of microwaved popcorn every day for about 10 years has won a $7.2-million verdict after he developed an ailment often referred to as 'popcorn lung.',denver man say ate two bag microwave popcorn every day year million verdict develop ailment often refer popcorn lung,denver man bags day years verdict ailment lung
250,"The reformed measure has already passed the House, and President Obama is expected to sign it into law.",reform measure already pass house preside Obama expect sign law,measure house president obama law
250,"The Chinese media have been tight-lipped on several key details about the sunken cruise ship, including why it took more than two hours for the crew to call for help after it sank. Of 458 people on board, only 15-30 have been rescued.",chines media tight lip sever key detail sunken cruise ship include took two hour crew call help sank people board rescue,media key details cruise ship hours crew help people board
250,"'Putting everything else in your life on hold, this 'Better Call Saul' acting becomes a little bit of a meditation, like you kind of recede and disconnect from the world,' says Bob Odenkirk. 'It's a vacation from yourself. It really is a way to get away.'",put every els life hold better call saul act become little bit Medit like kind reed disconnect world say bob odenkirk vacant really way get away,everything life hold call saul bit meditation kind recede disconnect world bob odenkirk vacation way
250,"Crews working to recover bodies from the Eastern Star say they encountered hallways jammed with debris. At times, the stench was overpowering and many bodies were swollen, stiff or decomposed.",crew work Recor Bodi eastern star say count hallway jam debris time stench overplow mani Bodi swollen stiff decompose,crews bodies star hallways debris times stench bodies
250,"Engineers at UC Berkeley are building bug-like robots designed to help with search-and-rescue missions.'Imagine there's a warehouse that's collapsed. You can send in hundreds of these robots, and if there's an opening, they can get through or get close to certain areas to notify rescuers they've found a survivor.'",engin uc berkeley build bug like robot design help search rescue mission imagine warehouse collapse send hundi robot open get get close certain area notify rescuer found survivor,engineers berkeley robots missions warehouse hundreds robots opening areas rescuers survivor
250,"To help fight terrorism, should instant messaging firms give a backdoor key to the FBI?",help fight terror instant message firm give backdoor key fbi,terrorism messaging firms backdoor key fbi
250,"Protesters have been camped outside of the mayor's house since the weekend, demanding that police be held accountable for the death of Ezell Ford, a mentally ill black man who was unarmed when he was shot and killed by police last August.",protest camp outside mayor house since weekend demand policy held account death Ezel ford mental ill black man unarm shot kill policy last august,protesters mayor house weekend police death ezell ford man police august
250,5 questions Elon Musk may have to answer at today's annual Tesla shareholder meeting:,question Elon musk may answer today annual tesla shareholder meet,questions musk today tesla shareholder meeting
250,"New studies make a direct link between sugary drinks and added weight, showing that removing such beverages slows weight gain in heavy teens and reduces the odds of obesity in other children.",new study make direct link sugar drink ad weight show remove beverage slow weight gain heavy teen reduce odd obes children,studies link drinks weight beverages slows gain teens odds obesity children
250,"Kansas Gov. Sam Brownback's gambit: Trying to coerce state courts by threatening their budget. This crosses a political line, writes Scott Martelle in Los Angeles Times Opinion.",kansa gov sam brownback gambit tri coerce state court threaten budget cross polit line write scott martel lo angel time opinion,kansas gov brownback gambit state courts budget line martelle los angeles times opinion
250,"Nearly four years after the end of 'Don't Ask, Don't Tell,' the Pentagon announced sexual orientation would be given protection under their anti-discrimination policy. LGBT groups applauded the move, but called on military leaders to extend the protection to transgender soldiers as well.",nearly four year end ask tell pentagon announce sexual orient would given protect anti discrimin policy LGB group applaud move call military leader extend protect transcend soldier well,years end pentagon orientation protection anti-discrimination policy lgbt groups move leaders protection soldiers
250,Watch about 12 hours of work to 'demate' the space shuttle Endeavour from the Boeing 747 in this 1-minute time-lapse video.,watch hour work deman space shuttle endeavour boe minute time laps video,watch hours work space endeavour video
250,"Rupert Murdoch expected to step down as CEO of 21st Century Fox, hand title to son James.",rupert Murdoch expect step ceo st century fox hand till son Jame,rupert murdoch ceo century fox hand title james
250,"How about toasting Thirsty Thursday with this workout. Equipment required: a glass, a bottle opener and your arm.",toast thirst thursday workout equip require glass bottle open arm,thursday workout equipment glass bottle opener arm
250,"Twitter CEO Dick Costolo will step down from his position effective on July 1, nearly five years after taking the position. It has been a bumpy ride for Costolo who grew the social media company from a $3 billion valuation to a $23 billion valuation. Here are some of the highlights during his time as CEO in tweets.",twitter ceo dick costly step posit effect Juli nearly five year take posit bump ride costly grew social media company billion valuate billion valuate highlight time ceo tweet,twitter ceo dick costolo position july years position ride costolo media company valuation valuation highlights time ceo tweets
250,"While looking into one security breach involving U.S. government employee records, investigators discovered another one. The second hack was designed to find federal workers who might be willing to spy for a foreign government, two officials say.Though the U.S. government has not announced publicly who is behind the two cyberattacks, officials have said privately it is China.",look one secure breach involve u govern employe record investing disco anorth one second hack design find fever worker might will SPI foreign govern two office say though u govern announce publicly behind two cyberattack office said private china,security breach government employee records investigators one hack workers government officials government cyberattacks officials
250,"If Beethoven were alive today, he'd be a video game composer,' said Tommy Tallarico, who has worked on more than 300 titles, including 'Mortal Kombat' and 'Knockout Kings,' that have about $4 billion in sales. 'Video game music is the most unique in history. When you play a video game, that character is you. His music is the soundtrack of your life.' More:  ",beethoven alive today video game compos said Tommi tallarico work till include mortal combat knockout king billion sale video game music unique history play video game charact music soundtrack life,today game composer tallarico titles kombat kings sales game music history video game character music soundtrack life
250,"For decades, 12-step programs and a medication-free approach have dominated the recovery industry. But now doctors and scientists and the leader of the National Institute on Drug Abuse (NIDA) are pushing for broad recognition of addiction as a disease and more medical approaches to therapy.",decad step program medic free approach domain recovery industry doctor scientist leader nation institute drug ABus Nida push broad recognita addict disease medic approach therapy,decades programs approach recovery industry doctors scientists leader institute drug abuse recognition addiction disease approaches
250,"The Federal Reserve says the economy still isn't strong enough to handle an interest rate increase. The prospects for economic growth and lower unemployment are equally dim, according to their report.",fever reserve say economic still strong enough hand interest rate increase prospect economy growth lower unemploy equal dim accord report,reserve economy interest rate increase prospects growth unemployment report
250,"The training program hoped to turn out 24,000 trained Iraqi soldiers to fight ISIS. So far, they've produced 7,000.",train program hope turn train iraqi soldier fight ISI far produce,training program iraqi soldiers isis
250,"The number of terrorist attacks worldwide jumped 35% last year, and fatalities soared 81%, according to the State Department.",number terrorist attack worldwide jump last year fatal soar accord state depart,number attacks % year fatalities % state department
250,"In its decision in a case involving raisins, the Supreme Court has struck down one of the last New Deal-era farm programs.",decks case involve raisin supreme court struck one last new deal era farm program,decision case raisins court farm programs
250,"Neighboring country Liberia was declared free from Ebola in May, and Sierra Leone recorded only two cases of the disease that month. But there were 14 new cases in the first half of June, and two more have been identified in recent days.",neighbor country liberia declare free Ebola may sierra leon record two case disease month new case first half june two identify recent day,country liberia ebola leone cases disease month cases half june days
250,"French media report that the severed head of a man was found hanging on the fence of the factory, with a flag bearing Arabic inscriptions lying close by.",french media report sever head man found hang fence factor flag bear arab inscript lie close,media report head man fence factory flag bearing inscriptions
250,Not quite caught up on the vaccine bill? Here are some frequently asked questions.,quit caught vaccine bill frequent ask question,vaccine bill questions
250,"Major U.S. indexes lost more than 2% and European markets fell more than 3% on Monday, thanks to investors concerned about the outcome of the Greek debt drama.",major u index lost european market fell monday thank investor concern outcome greek debt drama,u.s. indexes % markets % monday thanks investors outcome debt drama
250,"'Will democracy survive in Greece? If things get too bad, they've tried every political party already and they all screwed up,' said Jim Angel, a finance professor at Georgetown University.",democracy survive green thing get bad tri every polit parti already screw said jim angel finance professor georgetown univers,greece things party jim angel finance professor university
250,"Visiting Greece? Pro tip from the State Department: Bring more than one way to make payments, and carry enough cash for emergencies and unexpected delays.",visit green pro tip state depart bring one way make payment carri enough cash emerge unexpect delay,greece tip state department bring way payments cash emergencies delays
250,California lawmakers have shelved the controversial End of Life Option Act until next year. The lawmakers noted that polls show most Californians support the bill.,california lawman shell controversy end life option act next year lawman note poll show californian support bill,california lawmakers end life option act year lawmakers polls californians bill
250,At the root of the tragedy is the uneasy relationship between immigration authorities and local law enforcement in many parts of the country Ã¢ÂÂ but most notably in California.,root tragedy uneasy relationship immigr author local law enforce mani part country notably california,root tragedy relationship immigration authorities law enforcement parts country california
250,Part of L.A Unified's curriculum this fall: Sending a clear message to students on the perils of sexting.,part l unific curriculum fall send clear message student peril sext,part l.a curriculum fall message students perils sexting
250,"In our exclusive chat with Kevin Smith at Comic-Con, he reveals what it was like on the sacred and secretive set of the new 'Star Wars' movie. Ã¢ÂÂWhat I saw was not only beguiling but spellbinding.'",excls chat Kevin smith comic con reveal like scar secret set new star war move saw beguin spellbind,chat kevin smith comic-con set wars movie saw
250,"Greek banks are days, possibly even hours, away from running out of cash.  The new agreement will allow the European Central Bank to release more emergency funds to keep them afloat.",greek bank day possible even hour away run cash new agreement allow european central bank release emerge fund keep afloat,banks days hours cash agreement bank emergency funds
250,The shooting death of Kathryn Steinle in San Francisco by Juan Francisco Lopez-Sanchez was a tragedy. But that doesn't mean we should shred the Constitution in response.(via Los Angeles Times Opinion),shoot death Kathryn stein san francisco juan francisco Lopez Sanchez tragedy mean shred constitute response via lo angel time opinion,death kathryn steinle francisco lopez-sanchez tragedy constitution response los angeles times opinion
250,Some China observers see the unprecedented sweep as part of a vigorous push under President Xi Jinping to put a lid on dissent and create an image of social harmony. But they warn that the means being deployed could have dangerous results.,china observe see unpieced sweep part vigor push preside xi jin put lid dissent creat image social harmony warn mean deploy could danger result,observers sweep part push president xi jinping lid dissent image harmony means results
250,Having trouble finding a good yet inexpensive meal? Don't worry -- our food writers have you covered just in time for dinner.,trouble find good yet inexpens meal worry food writer cover time dinner,trouble meal food writers time dinner
